sent_id,sentence,n_gold_clusters,n_sys_triples,n_correct_sys_triples,n_recalled_clusters,precision,recall,f1
399,"Early in the morning Mr. Sider , an estate lawyer , pores over last wills and testaments .",2,5,0,0,0.0,0.0,0.0
400,"Employers could also pay a subminimum `` training wage '' for 90 days to new workers who are up to 19 years old , and then for another 90 days if the company institutes a specific training program for the newcomers .",1,7,0,0,0.0,0.0,0.0
401,"Feeling the naggings of a culture imperative , I promptly signed up .",2,18,0,0,0.0,0.0,0.0
402,Few people in the advertising business have raised as many hackles as Alvin A. Achenbaum .,2,14,0,0,0.0,0.0,0.0
403,"Finally , Mitsubishi Estate has no plans to interfere with Rockefeller 's management beyond taking a place on the board .",2,8,0,0,0.0,0.0,0.0
404,First Boston incurred millions of dollars of losses on Campeau securities it owned as well as on special securities it could n't sell .,2,8,0,0,0.0,0.0,0.0
405,"For example , a passenger can fly from Chardon , Neb. , to Denver for as little as $ 89 to $ 109 , according to prices quoted by the company .",5,9,0,0,0.0,0.0,0.0
406,"For the past five years , unions have n't managed to win wage increases as large as those granted to nonunion workers .",1,13,0,0,0.0,0.0,0.0
407,"Fraser & Neave , which also has interests in packaging , beer and dairy products , holds the Coke licenses for Malaysia and Brunei , where per - capita consumption is n't as high as in Singapore .",12,12,0,0,0.0,0.0,0.0
408,"Hani Zayadi was appointed president and chief executive officer of this financially troubled department store chain , effective Nov. 15 , succeeding Frank Robertson , who is retiring early .",9,4,0,0,0.0,0.0,0.0
409,He also contended that the plaintiffs failed to cite any legal authority that would justify such an injunction .,1,13,0,0,0.0,0.0,0.0
410,"He also unfortunately illustrated this intricate , jazzy tapestry with Mr. Pearson 's images , this time of geometric or repeating objects , in a kitschy mirroring of the musical structure that was thoroughly distracting from Mr. Reich 's piece and Mr. Stoltzman 's elegant execution of it .",18,6,0,0,0.0,0.0,0.0
411,"He discovered a 75 - cent discrepancy in the charges made to various departments for computer time and traced it to a user named `` Hunter , '' who had no valid billing address .",5,8,0,0,0.0,0.0,0.0
412,He has n't been able to replace the M'Bow cabal .,2,7,0,0,0.0,0.0,0.0
413,Her recent report classifies the stock as a `` hold . '',3,10,0,0,0.0,0.0,0.0
414,"Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .",6,4,0,0,0.0,0.0,0.0
415,"However , StatesWest is n't abandoning its pursuit of the much - larger Mesa .",3,23,0,0,0.0,0.0,0.0
416,Hungary 's Parliament voted to hold a national referendum on an election to fill the new post of president .,1,7,0,0,0.0,0.0,0.0
417,I was pleased to note that your Oct. 23 Centennial Journal item recognized the money - fund concept as one of the significant events of the past century .,1,6,0,0,0.0,0.0,0.0
418,If there 's something ' weird and it do n't look good .,2,6,0,0,0.0,0.0,0.0
419,"In 1988 , a year and a half after Mrs. Marcos and her late husband , Ferdinand Marcos , the ousted president of the Philippines , fled the Philippines for Hawaii , they were charged with racketeering , conspiracy , obstruction of justice and mail fraud in a scheme in which they allegedly embezzled more than $ 100 million from their homeland .",25,0,0,0,0.0,0.0,0.0
420,"In Japan , those functions account for only about a third of the software market .",1,11,0,0,0.0,0.0,0.0
421,"In the corporate market , an expected debt offering today by International Business Machines Corp. generated considerable attention .",1,5,0,0,0.0,0.0,0.0
422,"In the first nine months , profit rose 10 % to $ 313.2 million , or $ 3.89 a share , from $ 283.9 million , or $ 3.53 a share .",5,13,0,0,0.0,0.0,0.0
423,"Indeed , the insurance adjusters had already bolted out of the courtroom .",1,10,0,0,0.0,0.0,0.0
424,"Industrial Bank of Japan , which claims to be the biggest Japanese buyer of U.S. mortgage securities , says it will more than double its purchases this year , to an amount one official puts at several billion dollars .",3,7,0,0,0.0,0.0,0.0
425,It came in London 's `` Big Bang '' 1986 deregulation ; and Toronto 's `` Little Bang '' the same year .,2,12,0,0,0.0,0.0,0.0
426,It rose 4.8 % for the 12 months ended in June and 4.7 % in the 12 months ended in September 1988 .,2,11,0,0,0.0,0.0,0.0
427,It surged 2 3\/4 to 6 on volume of more than 1.7 million shares after the company agreed to be acquired by Japan 's Chugai Pharmaceutical for about $ 110 million -- almost double the market price of Gen - Probe 's stock .,9,6,0,0,0.0,0.0,0.0
428,"It was the most active of the 100 - share index at 8.3 million shares , 6.5 million of which were traded by midday .",4,3,0,0,0.0,0.0,0.0
429,"Jaguar 's own defenses against a hostile bid are weakened , analysts add , because fewer than 3 % of its shares are owned by employees and management .",2,4,0,0,0.0,0.0,0.0
430,Japanese office workers use PCs at half the rate of their European counterparts and one - third that of the Americans .,11,9,0,0,0.0,0.0,0.0
431,"Keeping the Japanese happy will be one of the most important tasks facing conservative leader Ernesto Ruffo when he takes office Nov. 1 , as the first opposition governor in Mexico 's modern history .",7,9,0,0,0.0,0.0,0.0
432,Labor costs are climbing at a far more rapid pace in the health care industry than in other industries .,5,0,0,0,0.0,0.0,0.0
433,"Meanwhile , at home , Mitsubishi has control of some major projects .",1,5,0,0,0.0,0.0,0.0
434,"Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general - practitioner services ( their main source of income ) , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .",4,13,0,0,0.0,0.0,0.0
435,"Metromedia , headed by John W. Kluge , has interests in telecommunications , robotic painting , computer software , restaurants and entertainment .",6,7,0,0,0.0,0.0,0.0
436,"Most yields on short - term jumbo CDs , those with denominations over $ 90,000 , also moved in the opposite direction of Treasury bill yields .",1,10,0,0,0.0,0.0,0.0
437,"Mr. Guber and Mr. Peters also almost certainly would n't be able to participate in future sequels to `` Batman , '' the blockbuster hit they produced for Warner .",5,7,0,0,0.0,0.0,0.0
438,Mr. Phelan is an adroit diplomat who normally appears to be solidly in control of the Big Board 's factions .,2,4,0,0,0.0,0.0,0.0
439,Mr. Ridley 's decision fires the starting pistol for perhaps a costly contest between the world 's auto giants for Britain 's leading luxury - car maker .,6,7,0,0,0.0,0.0,0.0
440,Mr. Stoll suspected the intruder was one of those precocious students who has fun breaking into computers .,1,7,0,0,0.0,0.0,0.0
441,"Mr. Wathen , who says Pinkerton 's had a loss of nearly $ 8 million in 1987 under American Brands , boasts that he 's made Pinkerton 's profitable again .",2,22,0,0,0.0,0.0,0.0
442,"Mr. Zayadi was previously president and chief operating officer of Zellers Inc. , a retail chain that is owned by Toronto - based Hudson 's Bay Co. , Canada 's largest department store operator .",1,4,0,0,0.0,0.0,0.0
443,Mrs. Marcos 's trial is expected to begin in March .,1,10,0,0,0.0,0.0,0.0
444,"Now that the New York decision has been left intact , other states may follow suit .",1,13,0,0,0.0,0.0,0.0
445,"Of the self - starting vacuum cleaner , he says : `` Could be Cuddles , { Mrs. Stinnett 's dog } . ''",4,13,0,0,0.0,0.0,0.0
446,"On a broader scale , the ruling could encourage other states ' courts to adopt the logic of the New York court , not only in DES cases but in other product - related lawsuits , as well .",6,12,0,0,0.0,0.0,0.0
447,"On a recent afternoon , Mr. Baker and a reporter go ghost - busting , visiting Kathleen Stinnett , a Lexington woman who has phoned the University of Kentucky to report mysterious happenings in her house .",6,11,0,0,0.0,0.0,0.0
448,One had best not dance on top of a coffin until the lid is sealed tightly shut . '',2,10,0,0,0.0,0.0,0.0
449,"Only his factories in Japan and Korea , employing his followers at subsistence wages and producing everything from rifles to ginseng to expensive marble vases , kept the money flowing westward .",9,7,0,0,0.0,0.0,0.0
450,"Only when one is ascending -- or in our case descending a tad trop rapidement -- does one feel , well , airborne in a picnic basket .",3,9,0,0,0.0,0.0,0.0
451,"Osamu Nagayama , deputy president of Chugai , which spends about 15 % of its sales on research and development , was unable to pinpoint how much money Chugai would pump into Gen - Probe .",2,13,0,0,0.0,0.0,0.0
452,Pennzoil 's poison pill covers five years in order to give current management enough time to put these proceeds to work in a prudent manner .,5,5,0,0,0.0,0.0,0.0
453,"Prime Minister Lee Kuan Yew , Singapore 's leader and one of Asia 's leading statesmen for 30 years , recently announced his intention to retire next year -- though not necessarily to end his influence .",8,11,0,0,0.0,0.0,0.0
454,"Procter & Gamble Co. recently introduced refillable versions of four products , including Tide and Mr. Clean , in Canada , but does n't plan to bring them to the U.S. .",15,5,0,0,0.0,0.0,0.0
455,RISC technology speeds up a computer by simplifying the internal software .,4,9,0,0,0.0,0.0,0.0
456,"Rather ominously , rabbit studies reveal that RU-486 can cause birth defects , Lancet , the British medical journal , reported in 1987 .",3,12,0,0,0.0,0.0,0.0
457,Repeat customers also can purchase luxury items at reduced prices .,1,4,0,0,0.0,0.0,0.0
458,"Roger M. Marino , president , was named to the new post of vice chairman .",4,3,0,0,0.0,0.0,0.0
459,"Ryukichi Imai , Japan 's ambassador to Mexico , agrees that Mexico may be too eager .",3,5,0,0,0.0,0.0,0.0
460,"Second , the dollar is showing persistent strength despite a slowdown in the U.S. economy shown by economic indicators .",3,9,0,0,0.0,0.0,0.0
461,"Senate Appropriations Committee Chairman Robert Byrd ( D. , W.Va . ) strongly resisted deeper cuts sought by the House .",5,10,0,0,0.0,0.0,0.0
462,"Shaw Industries , which agreed to acquire Armstrong World Industries ' carpet operations for an undisclosed price , rose 2 1\/4 to 26 1\/8 .",6,14,0,0,0.0,0.0,0.0
463,Sidley will maintain its association with the Hashidate Law Office in Tokyo .,3,8,0,0,0.0,0.0,0.0
464,Similar studies are expected to reveal how stroke patients ' brains regroup -- a first step toward finding ways to bolster that process and speed rehabilitation .,1,6,0,0,0.0,0.0,0.0
465,"Since the real estate unit also includes debt , the imputed value of the real estate itself is close to $ 3 billion .",3,10,0,0,0.0,0.0,0.0
466,"Six years ago , Judge O'Kicki was voted president of the Pennsylvania Conference of State Trial Judges by the state 's 400 judges .",7,10,0,0,0.0,0.0,0.0
467,"Soviets remain in charge of education programs , a former head of an African military tribunal for executions is in charge of culture , and a hard - line Polish communist in exile directs the human - rights and peace division .",4,9,0,0,0.0,0.0,0.0
468,"Standard & Poor 's 500 - Stock Index climbed 5.29 to 340.36 , the Dow Jones Equity Market Index added 4.70 to 318.79 and the New York Stock Exchange Composite Index climbed 2.65 to",9,5,0,0,0.0,0.0,0.0
469,"Strong sales so far this year are certain to turn the tide , but even the 25 % market share that Nissan expects in 1989 will leave it far below its position at the beginning of the decade .",3,11,0,0,0.0,0.0,0.0
470,"THE CHIEF NURSING officer can be responsible for more than 1,000 employees and at least one - third of a hospital 's budget ; a head nurse typically oversees up to 80 employees and $ 8 million .",5,16,0,0,0.0,0.0,0.0
471,"Takeover stock traders noted that with the junk - bond market in disarray , Georgia - Pacific 's bid is an indication of where the takeover game is headed : namely , industrial companies can continue bidding for one another , but financial buyers such as leveraged buy - out firms will be at a disadvantage in obtaining financing .",7,3,0,0,0.0,0.0,0.0
472,"Technology stocks bore the brunt of the OTC market 's recent sell - off , and traders say it 's natural that they rebound sharply now that the market has turned around .",3,11,0,0,0.0,0.0,0.0
473,That compares with 3.5 % butterfat for whole milk .,2,13,0,0,0.0,0.0,0.0
474,The $ 150 million in senior subordinated floating - rate notes were targeted to be offered at a price to float four percentage points above the three - month LIBOR .,1,4,0,0,0.0,0.0,0.0
475,"The 41 - year - old Mr. Azoff , a former rock 'n' roll manager , is credited with turning around MCA 's once - moribund music division in his six years at the company .",5,5,0,0,0.0,0.0,0.0
476,"The Lone Star Steel lawsuit also asks the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment .",6,3,0,0,0.0,0.0,0.0
477,The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .,7,11,0,0,0.0,0.0,0.0
478,The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring .,1,2,0,0,0.0,0.0,0.0
479,"The Second Section index , which fell 36.87 points Friday , was down 21.44 points , or 0.59 % , to close at 3636.06 .",4,10,0,0,0.0,0.0,0.0
480,"The Soviets complicated the issue by offering to include light tanks , which are as light as 10 tons .",1,7,0,0,0.0,0.0,0.0
481,"The U.S. market , too , is dominated by a giant , International Business Machines Corp .",2,3,0,0,0.0,0.0,0.0
482,"The basket product , while it has got off to a slow start , is being supported by some big brokerage firms -- another member of Mr. Phelan 's splintered constituency .",4,10,0,0,0.0,0.0,0.0
483,"The campaign , a patriotic celebration of the 200th anniversary of the Bill of Rights , does n't mention cigarettes or smoking ; cigarette ads have been prohibited on television since 1971 .",5,5,0,0,0.0,0.0,0.0
484,"The centerpiece of that complex , the Landmark Tower , will be Japan 's tallest building when it is completed in 1993 .",7,29,0,0,0.0,0.0,0.0
485,The conviction stemmed from federal charges of consumer fraud for sale of phony infant apple juice between 1978 and 1983 .,6,5,0,0,0.0,0.0,0.0
486,The discount rate on three - month Treasury bills rose slightly from the average rate at Monday 's auction to 7.79 % for a bond - equivalent yield of 8.04 % .,5,16,0,0,0.0,0.0,0.0
487,The dollar drew strength from the stock market 's climb .,2,7,0,0,0.0,0.0,0.0
488,The effect is that lawsuits that might have been barred because they were filed too late could proceed because of the one - year extension .,3,7,0,0,0.0,0.0,0.0
489,"The executives had profited handsomely by building American National Can Co. , Triangle 's chief asset .",3,9,0,0,0.0,0.0,0.0
490,"The field took off in 1985 after scientists at Britain 's Sheffield University developed a handy , compact magnet for brain stimulation .",7,1,0,0,0.0,0.0,0.0
491,"The fitness craze itself has gone soft , the survey found .",1,15,0,0,0.0,0.0,0.0
492,The forest - products concern currently has about 38 million shares outstanding .,1,4,0,0,0.0,0.0,0.0
493,"The government , already buffeted by high interest rates and a slowing economy , has been badly hurt by last week 's shake - up in Mrs. Thatcher 's cabinet .",5,7,0,0,0.0,0.0,0.0
494,The issue is backed by a 12 % letter of credit from Credit Suisse .,4,13,0,0,0.0,0.0,0.0
495,"The last time IBM tapped the corporate debt market was in April 1988 , when it offered $ 500 million of debt securities .",3,14,0,0,0.0,0.0,0.0
496,The office may also be able to advise foreign and multinational clients on international law and general matters .,4,10,0,0,0.0,0.0,0.0
497,"The operative definition of newsworthiness will favor virtually unrestrained use of personal , sensitive and intimate facts .",1,9,0,0,0.0,0.0,0.0
498,"The prices of most corn , soybean and wheat futures contracts dropped slightly as farmers in the Midwest continued to rebuild stockpiles that were depleted by the 1988 drought .",1,6,0,0,0.0,0.0,0.0
499,The share price was languishing at about 400 pence before Ford 's Sept. 19 announcement of its interest in a minority stake .,3,6,0,0,0.0,0.0,0.0
500,The surprise announcement came after the IRS broke off negotiations with Mr. Hunt on a settlement of the one - time tycoon 's personal bankruptcy case .,2,4,0,0,0.0,0.0,0.0
501,"The tax has raised less than one billion marks ( $ 545.3 million ) annually in recent years , but the government has been reluctant to abolish the levy for budgetary concerns .",1,4,0,0,0.0,0.0,0.0
502,The three existing plants and their land will be sold .,2,15,0,0,0.0,0.0,0.0
503,"The two leaders are expected to discuss changes sweeping the East bloc as well as human - rights issues , regional disputes and economic cooperation .",7,7,0,0,0.0,0.0,0.0
504,The two sides are also discussing certain business ventures involving cable rights to Columbia 's movies .,3,5,0,0,0.0,0.0,0.0
505,"They claim to have busted spirits , poltergeists and other spooks in hundreds of houses around the country .",7,15,0,0,0.0,0.0,0.0
506,This involves trade - offs and { it } cuts against the grain of existing consumer and even provider conceptions of what is ` necessary . ' '',1,9,0,0,0.0,0.0,0.0
507,"This is the U.N. group that managed to traduce its own charter of promoting education , science and culture .",4,12,0,0,0.0,0.0,0.0
508,This provision met early and strong resistance from investment bankers worried about disruptions in their clients ' portfolios .,5,10,0,0,0.0,0.0,0.0
509,"This week , New York City announced a 10 - point policy patterned on the federal bill of rights for taxpayers .",2,6,0,0,0.0,0.0,0.0
510,"Though Mr. Packer has since sold his stake , Courtaulds is moving to keep its institutional shareholders happy .",4,5,0,0,0.0,0.0,0.0
511,"To avoid a runoff , one candidate would have to win 50 % of the vote -- a feat that most analysts consider impossible with so many candidates running .",2,9,0,0,0.0,0.0,0.0
512,"To increase their share of that business , jewelry makers such as Crystal Brands Inc. 's Trifari and Monet units and Swank Inc. , maker of Anne Klein jewelry , are launching new lines with as much fanfare as the fragrance companies .",13,9,0,0,0.0,0.0,0.0
513,"To my knowledge , no government entities , including the EPA , are pursuing UV - B measurements .",3,12,0,0,0.0,0.0,0.0
514,Tom Panelli had a perfectly good reason for not using the $ 300 rowing machine he bought three years ago .,1,9,0,0,0.0,0.0,0.0
515,"U.S. makers have under 10 % share , compared with half the market in Europe and 80 % at home .",3,2,0,0,0.0,0.0,0.0
516,"USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .",6,8,0,0,0.0,0.0,0.0
517,"Under a merger agreement reached Sept. 14 , the UAL board agreed to reimburse certain of the buy - out group 's expenses out of company funds even if the transaction was n't completed , provided the group did n't breach the agreement .",8,16,0,0,0.0,0.0,0.0
518,"Under the debt - equity program , potential investors will submit sealed bids on the percentage of discount they are willing to purchase the debt at , and the bids will be allocated based on these discount offers .",3,4,0,0,0.0,0.0,0.0
519,Vernon E. Jordan was elected to the board of this transportation services concern .,1,4,0,0,0.0,0.0,0.0
520,"Warner Communications Inc. , which is being acquired by Time Warner , has filed a $ 1 billion breach - of - contract suit against Sony and the two producers .",4,3,0,0,0.0,0.0,0.0
521,Warner has a five - year exclusive contract with Mr. Guber and Mr. Peters that requires them to make movies exclusively at the Warner Bros. studio .,7,4,0,0,0.0,0.0,0.0
522,"While the campaign was Mr. Gibbons 's idea , however , he wo n't be paying for it : The donations will come out of the chain 's national advertising fund , which is financed by the franchisees .",5,10,0,0,0.0,0.0,0.0
523,"With companies such as Honda Motor Co. , Toyota Motor Corp. and Nissan Motor Co. running so - called transplant auto operations , Japanese auto production in the U.S. will reach one million vehicles this year .",4,19,0,0,0.0,0.0,0.0
524,"With more than 15 million exercise bikes sold in the past five years , he adds , `` a lot of garages , basements and attics must be populated with them . ''",4,6,0,0,0.0,0.0,0.0
525,"With real estate experts Olympia & York and Samuel Zell 's Itel owning close to 40 % of Santa Fe 's stock , management was under pressure -- in a favored phrase of Wall Street -- to quickly `` maximize values . ''",6,16,0,0,0.0,0.0,0.0
526,"Within two hours , viewers pledged over $ 400,000 , according to a Red Cross executive .",1,5,0,0,0.0,0.0,0.0
527,"Workers at two Chilean mines , Los Bronces and El Soldado , which belong to the Exxon - owned Minera Disputado group , will vote Thursday on whether to strike after a two - year labor pact ends today .",5,15,0,0,0.0,0.0,0.0
528,"Years ago , he collaborated with the new music gurus Peter Serkin and Fred Sherry in the very countercultural chamber group Tashi , which won audiences over to dreaded contemporary scores like Messiaen 's `` Quartet for the End of Time . ''",10,18,0,0,0.0,0.0,0.0
529,"Yesterday , Mr. Matthews , now a consultant with the Stamford , Conn. , firm Matthews & Johnston , quipped , `` I think he 'll be very good at that { new job } .",3,25,0,0,0.0,0.0,0.0
530,"Yet the Soviet leader 's readiness to embark on foreign visits and steady accumulation of personal power , particularly since the last Politburo reshuffle on Sept. 30 , do not suggest that Mr. Gorbachev is on the verge of being toppled ; nor does he look likely to reverse the powers of perestroika .",7,13,0,0,0.0,0.0,0.0
531,A spokesman said HealthVest has paid two of the three banks it owed interest to in October and is in negotiations with the third bank .,2,14,0,0,0.0,0.0,0.0
532,"Also , the premiums paid by the U.S. government on a purchase of copper for the U.S. Mint were lower than expected , and acted as a price depressant , analysts said .",2,11,0,0,0.0,0.0,0.0
533,"Although Mr. Azoff wo n't produce films at first , it is possible that he could do so later , the sources said .",2,4,0,0,0.0,0.0,0.0
534,"Among other things , they said , Mr. Azoff would develop musical acts for a new record label .",1,9,0,0,0.0,0.0,0.0
535,"As a result , he said he will examine the Marcos documents sought by the prosecutors to determine whether turning over the filings is self - incrimination .",1,4,0,0,0.0,0.0,0.0
536,"Avery Inc. said it completed the sale of Uniroyal Chemical Holding Co. to a group led by management of Uniroyal Chemical Co. , the unit 's main business .",2,12,0,0,0.0,0.0,0.0
537,"But yesterday , Mr. Carpenter said big institutional investors , which he would n't identify , `` told us they would n't do business with firms '' that continued to do index arbitrage for their own accounts .",1,6,0,0,0.0,0.0,0.0
538,"Coca - Cola Co. , aiming to boost soft - drink volume in Singapore , said it is discussing a joint venture with Fraser & Neave Ltd. , its bottling franchisee in that country .",1,10,0,0,0.0,0.0,0.0
539,"Company officials said the current robust domestic demand that has been fueling sustained economic expansion helped push up sales of products like ships , steel structures , power systems and machinery and resulted in sharply higher profit .",6,5,0,0,0.0,0.0,0.0
540,"Considered as a whole , Mr. Lane said , the filings required under the proposed rules `` will be at least as effective , if not more so , for investors following transactions . ''",2,7,0,0,0.0,0.0,0.0
541,"Despite the modest gains , traders said the market remains dull , with investors remaining cautiously on the sidelines .",2,8,0,0,0.0,0.0,0.0
542,"Edison Brothers Stores Inc. said it agreed to buy 229 Foxmoor women 's apparel stores from Foxmoor Specialty Stores Corp. , a unit of Dylex Ltd. of Toronto .",2,7,0,0,0.0,0.0,0.0
543,"For the record , Jeffrey Kaufman , an attorney for Fireman 's Fund , said he was `` rattled -- both literally and figuratively . ''",1,16,0,0,0.0,0.0,0.0
544,"Ford Motor Co. said it is recalling about 3,600 of its 1990 - model Escorts because the windshield adhesive was improperly applied to some cars .",2,9,0,0,0.0,0.0,0.0
545,He said he expects the company to have $ 500 million in sales for this year .,1,4,0,0,0.0,0.0,0.0
546,"However , a Canadian Embassy official in Tel Aviv said that Canada was unlikely to sell the Candu heavy - water reactor to Israel since Israel has n't signed the Nuclear Non - Proliferation Treaty .",2,6,0,0,0.0,0.0,0.0
547,"In recent testimony on Capitol Hill , Treasury officials said they were considering the new reporting requirements , and the expected publication of the proposal in the Federal Register today is the first official step toward creating final regulations .",1,8,0,0,0.0,0.0,0.0
548,It said CS First Boston `` has consistently been one of the most aggressive firms in merchant banking '' and that `` a very significant portion '' of the firm 's profit in recent years has come from merchant banking - related business .,2,4,0,0,0.0,0.0,0.0
549,Merrill said it continues to believe that `` the causes of excess market volatility are far more complex than any particular computer trading strategy .,1,5,0,0,0.0,0.0,0.0
550,"Milk sold to the nation 's dairy plants and dealers averaged $ 14.50 for each hundred pounds , up 50 cents from September and up $ 1.50 from October 1988 , the department said .",2,18,0,0,0.0,0.0,0.0
551,"Nixon , on the fourth day of a private visit to China , said that damage to Sino - U.S. relations was `` very great , '' calling the situation `` the most serious '' since 1972 .",1,12,0,0,0.0,0.0,0.0
552,"Panhandle Eastern Corp. said it applied , on behalf of two of its subsidiaries , to the Federal Energy Regulatory Commission for permission to build a 352 - mile , $ 273 million pipeline system from Pittsburg County , Okla. , to Independence , Miss .",1,18,0,0,0.0,0.0,0.0
553,"Richard Newsom , a California state official who last year examined Lincoln 's parent , American Continental Corp. , said he also saw evidence that crimes had been committed .",3,10,0,0,0.0,0.0,0.0
554,"Rolls - Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .",1,11,0,0,0.0,0.0,0.0
555,The Chemical spokeswoman said the bank has examined its methodologies and internal controls .,2,19,0,0,0.0,0.0,0.0
556,The company said the fastener business `` has been under severe cost pressures for some time . '',1,10,0,0,0.0,0.0,0.0
557,"The market 's tempo was helped by the dollar 's resiliency , he said .",1,3,0,0,0.0,0.0,0.0
558,"Unemployment has reached 27.6 % in Azerbaijan , 25.7 % in Tadzhikistan , 22.8 % in Uzbekistan , 18.8 % in Turkmenia , 18 % in Armenia and 16.3 % in Kirgizia , the Communist Party newspaper said .",6,9,0,0,0.0,0.0,0.0
559,"`` Business across the country is spending more time addressing this issue , '' says Sen. Edward Kennedy ( D. , Mass . ) .",1,8,0,0,0.0,0.0,0.0
560,"`` I ca n't believe they ( GM ) will let Ford have a free run , '' said Stephen Reitman , a European auto industry analyst at UBS - Phillips & Drew .",1,7,0,0,0.0,0.0,0.0
561,"`` I do n't foresee any shortages over the next few months , '' says Ken Allen , an official of Operating Engineers Local 3 in San Francisco .",3,21,0,0,0.0,0.0,0.0
562,"`` I wo n't be throwing 90 mph , but I will throw 80 - plus , '' he says .",3,10,0,0,0.0,0.0,0.0
563,"`` If working capital financing is not provided , '' he said , `` the RTC may have to slow { S&L sales } or dump acquired assets through fire sales .",1,5,0,0,0.0,0.0,0.0
564,"`` It 's a super - exciting set of discoveries , '' says Bert Vogelstein , a Johns Hopkins University researcher who has just found a gene pivotal to the triggering of colon cancer .",3,11,0,0,0.0,0.0,0.0
565,"`` It 's a wait - and - see attitude , '' said Dave Vellante , vice president of storage research for International Data Corp .",2,5,0,0,0.0,0.0,0.0
566,"`` It 's really bizarre , '' says Albert Lerman , creative director at the Wells Rich Greene ad agency .",3,3,0,0,0.0,0.0,0.0
567,"`` Most people -- whether in Toledo , Tucson or Topeka -- have n't got a clue who we are , '' says Guy L. Smith , Philip Morris 's vice president of corporate affairs .",2,9,0,0,0.0,0.0,0.0
568,"`` Nobody told us ; nobody called us , '' says an official close to the case who asked not to be named .",4,15,0,0,0.0,0.0,0.0
569,"`` Nothing can be better than this , '' says Don Sider , owner of the West Palm Beach Tropics .",3,8,0,0,0.0,0.0,0.0
570,`` Now everything '' -- such as program trading and wide stock market swings -- `` that everyone had pushed back in their consciousness is just sitting right there . '',1,10,0,0,0.0,0.0,0.0
571,"`` The only people who are flying are those who have to , '' said Frank Moore , chairman of the Australian Tourist Industry Association .",2,6,0,0,0.0,0.0,0.0
572,"`` To allow this massive level of unfettered federal borrowing without prior congressional approval would be irresponsible , '' said Rep. Fortney Stark ( D. , Calif. ) , who has introduced a bill to limit the RTC 's authority to issue debt .",1,11,0,0,0.0,0.0,0.0
573,`` We were oversold and today we bounced back .,2,4,0,0,0.0,0.0,0.0
574,A casting director at the time told Scott that he had wished that he 'd met him a week before ; he was casting for the `` G.I. Joe '' cartoon .,2,7,0,0,0.0,0.0,0.0
575,"According to Hofmann , while still a teenage coin collector , he forged a rare mint mark on a dime and was told by an organization of coin collectors that it was genuine .",3,3,0,0,0.0,0.0,0.0
576,"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",4,8,0,0,0.0,0.0,0.0
577,"He sold them well below market value to raise cash `` to pay off mounting credit - card debts , '' incurred to buy presents for his girlfriend , his attorney , Philip Russell , told IFAR .",2,4,0,0,0.0,0.0,0.0
578,,0,3,0,0,0.0,0.0,0.0
579,,0,5,0,0,0.0,0.0,0.0
580,,0,4,0,0,0.0,0.0,0.0
581,,0,12,0,0,0.0,0.0,0.0
582,,0,13,0,0,0.0,0.0,0.0
583,,0,4,0,0,0.0,0.0,0.0
584,,0,7,0,0,0.0,0.0,0.0
585,,0,5,0,0,0.0,0.0,0.0
586,,0,5,0,0,0.0,0.0,0.0
587,,0,6,0,0,0.0,0.0,0.0
588,,0,9,0,0,0.0,0.0,0.0
589,,0,7,0,0,0.0,0.0,0.0
590,,0,7,0,0,0.0,0.0,0.0
591,,0,7,0,0,0.0,0.0,0.0
592,,0,15,0,0,0.0,0.0,0.0
593,,0,2,0,0,0.0,0.0,0.0
594,,0,7,0,0,0.0,0.0,0.0
595,,0,5,0,0,0.0,0.0,0.0
596,,0,11,0,0,0.0,0.0,0.0
597,,0,8,0,0,0.0,0.0,0.0
598,,0,7,0,0,0.0,0.0,0.0
599,,0,9,0,0,0.0,0.0,0.0
600,,0,6,0,0,0.0,0.0,0.0
601,,0,8,0,0,0.0,0.0,0.0
602,,0,6,0,0,0.0,0.0,0.0
603,,0,14,0,0,0.0,0.0,0.0
604,,0,12,0,0,0.0,0.0,0.0
605,,0,6,0,0,0.0,0.0,0.0
606,,0,7,0,0,0.0,0.0,0.0
607,,0,6,0,0,0.0,0.0,0.0
608,,0,8,0,0,0.0,0.0,0.0
609,,0,15,0,0,0.0,0.0,0.0
610,,0,11,0,0,0.0,0.0,0.0
611,,0,15,0,0,0.0,0.0,0.0
