sent_id,sentence,n_sys_triples,n_high_fidelity_triples,avg_correctness(precision),completeness(recall),f1
423,"At Giant Bicycle Inc. , Rancho Dominguez , Calif. , sales have tripled since the company entered the U.S. mountain - bike business in 1987 .",10,10,0.99,1.0,0.995
424,"At one point , almost all of the shares in the 20 - stock Major Market Index , which mimics the industrial average , were sharply higher .",7,7,1.0,1.0,1.0
425,"Avery Inc. said it completed the sale of Uniroyal Chemical Holding Co. to a group led by management of Uniroyal Chemical Co. , the unit 's main business .",12,12,0.995,1.0,0.998
426,"Because patients require less attention from nurses and other staff , room charges are lower -- about $ 100 less per day than a regular room at the Vermont hospital .",11,11,0.989,1.0,0.994
427,"Between flashes , certain areas in subjects ' brains are jolted with a magnetic stimulator .",6,6,0.987,1.0,0.993
428,Both reflect the dismissal of lower - level and shorter - tenure executives .,3,3,1.0,1.0,1.0
429,"British government bonds ended moderately higher , encouraged by a steadier pound and a rise in British stocks .",4,4,0.988,1.0,0.994
430,"But , with the state offering only $ 39,000 a year and California 's high standard of living , `` there are n't too many to choose from , '' says Brent Scott , a recruiting officer .",9,8,0.961,0.955,0.958
431,"But although the golden share has been waived , a hostile bidder for Jaguar would still have to alter the British concern 's articles of association which ban shareholdings of more than 15 % .",9,8,0.978,0.909,0.942
432,But amid the two dozen bureaucrats and secretaries sits only one real - life PC .,0,0,0.0,0.0,0.0
433,But fully 90 % of those polled felt they did n't need to belong to a health club .,5,4,0.965,0.818,0.886
434,"But he emphasized that new accounts , new sales , inquiries and subsequent sales of stock funds are all up this month from September 's level .",13,12,0.981,0.867,0.921
435,But it appears to be the sort of hold one makes while heading for the door .,7,6,0.966,0.889,0.926
436,But it does that at the cost of deepening the taxpayer 's exposure if the FHA is forced to pay for more loans going sour .,10,9,0.975,0.929,0.952
437,"But then Judge O'Kicki often behaved like a man who would be king -- and , some say , an arrogant and abusive one .",7,6,0.96,0.933,0.946
438,But we can think of many reasons to stay out for the foreseeable future and well beyond .,4,2,0.928,0.917,0.923
439,"But when they arrived at the door , all were afraid to go in , fearing that they would be out of place .",7,5,0.945,0.909,0.927
440,"But wire transfers from a standing account -- including those bigger than $ 10,000 -- are n't reported .",7,4,0.949,0.846,0.895
441,"But yesterday , Mr. Carpenter said big institutional investors , which he would n't identify , `` told us they would n't do business with firms '' that continued to do index arbitrage for their own accounts .",22,21,0.983,0.952,0.967
442,But you ca n't dismiss Mr. Stoltzman 's music or his motives as merely commercial and lightweight .,4,3,0.936,0.917,0.927
443,"By increasing the number of PCs it uses from 66 to 1,000 , Omron Tateishi Electronics Co. , of Kyoto , hopes not only to make certain tasks easier but also to transform the way the company is run .",10,7,0.957,0.96,0.958
444,"Coca - Cola Co. , aiming to boost soft - drink volume in Singapore , said it is discussing a joint venture with Fraser & Neave Ltd. , its bottling franchisee in that country .",13,12,0.988,1.0,0.994
445,"Combined PC and work - station use in Japan will jump as much as 25 % annually over the next five years , according to some analysts , compared with about 10 % in the U.S. .",13,13,0.979,1.0,0.989
446,"Company officials said the current robust domestic demand that has been fueling sustained economic expansion helped push up sales of products like ships , steel structures , power systems and machinery and resulted in sharply higher profit .",12,12,0.985,1.0,0.992
447,"Considered as a whole , Mr. Lane said , the filings required under the proposed rules `` will be at least as effective , if not more so , for investors following transactions . ''",11,10,0.96,1.0,0.98
448,"Crouched at shortstop , Bert Campaneris , once Oakland 's master thief , effortlessly scoops up a groundball and flips it to second .",10,10,0.989,1.0,0.995
449,Daimler said it has had talks with Jaguar about possible joint ventures .,7,7,0.993,1.0,0.997
450,"Despite the modest gains , traders said the market remains dull , with investors remaining cautiously on the sidelines .",9,7,0.948,1.0,0.974
451,"During the past 25 years , the number of balloonists ( those who have passed a Federal Aviation Authority lighter - than - air test ) have swelled from a couple hundred to several thousand , with some estimates running as high as 10,000 .",13,10,0.97,1.0,0.985
452,Each company 's share of liability would be based on their share of the national DES market .,5,5,0.964,1.0,0.981
453,"Earlier this year , Blackstone Group , a New York investment bank , had no trouble selling out a special $ 570 million mortgage - securities trust it created for Japanese investors .",11,11,0.993,1.0,0.996
454,"Early in the morning Mr. Sider , an estate lawyer , pores over last wills and testaments .",5,4,0.953,1.0,0.976
455,"Edison Brothers Stores Inc. said it agreed to buy 229 Foxmoor women 's apparel stores from Foxmoor Specialty Stores Corp. , a unit of Dylex Ltd. of Toronto .",9,9,0.985,1.0,0.993
456,"Employers could also pay a subminimum `` training wage '' for 90 days to new workers who are up to 19 years old , and then for another 90 days if the company institutes a specific training program for the newcomers .",12,11,0.984,0.957,0.97
457,"Ever since , the remaining members have been desperate for the United States to rejoin this dreadful group .",4,4,0.977,1.0,0.988
458,"Feeling the naggings of a culture imperative , I promptly signed up .",3,3,1.0,0.571,0.727
459,Few people in the advertising business have raised as many hackles as Alvin A. Achenbaum .,5,5,0.981,1.0,0.99
460,"Finally , Mitsubishi Estate has no plans to interfere with Rockefeller 's management beyond taking a place on the board .",9,8,0.98,1.0,0.99
461,First Boston incurred millions of dollars of losses on Campeau securities it owned as well as on special securities it could n't sell .,10,10,0.99,0.929,0.959
462,"For example , a passenger can fly from Chardon , Neb. , to Denver for as little as $ 89 to $ 109 , according to prices quoted by the company .",14,13,0.986,1.0,0.993
463,"For the past five years , unions have n't managed to win wage increases as large as those granted to nonunion workers .",8,5,0.937,1.0,0.967
464,"For the record , Jeffrey Kaufman , an attorney for Fireman 's Fund , said he was `` rattled -- both literally and figuratively . ''",6,6,0.983,1.0,0.992
465,"Ford Motor Co. said it is recalling about 3,600 of its 1990 - model Escorts because the windshield adhesive was improperly applied to some cars .",10,10,0.99,1.0,0.995
466,"Fraser & Neave , which also has interests in packaging , beer and dairy products , holds the Coke licenses for Malaysia and Brunei , where per - capita consumption is n't as high as in Singapore .",10,9,0.972,1.0,0.986
467,"Hani Zayadi was appointed president and chief executive officer of this financially troubled department store chain , effective Nov. 15 , succeeding Frank Robertson , who is retiring early .",9,6,0.94,0.95,0.945
468,He also contended that the plaintiffs failed to cite any legal authority that would justify such an injunction .,5,3,0.941,1.0,0.969
469,"He also unfortunately illustrated this intricate , jazzy tapestry with Mr. Pearson 's images , this time of geometric or repeating objects , in a kitschy mirroring of the musical structure that was thoroughly distracting from Mr. Reich 's piece and Mr. Stoltzman 's elegant execution of it .",11,8,0.964,1.0,0.982
470,"He discovered a 75 - cent discrepancy in the charges made to various departments for computer time and traced it to a user named `` Hunter , '' who had no valid billing address .",16,16,0.993,1.0,0.996
471,He has n't been able to replace the M'Bow cabal .,3,2,0.952,1.0,0.976
472,He said he expects the company to have $ 500 million in sales for this year .,11,11,0.996,1.0,0.998
473,"He sold them well below market value to raise cash `` to pay off mounting credit - card debts , '' incurred to buy presents for his girlfriend , his attorney , Philip Russell , told IFAR .",13,11,0.967,1.0,0.983
474,Her recent report classifies the stock as a `` hold . '',4,4,0.987,1.0,0.993
475,"Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .",5,5,0.989,1.0,0.994
476,"However , StatesWest is n't abandoning its pursuit of the much - larger Mesa .",3,2,0.954,1.0,0.976
477,"However , a Canadian Embassy official in Tel Aviv said that Canada was unlikely to sell the Candu heavy - water reactor to Israel since Israel has n't signed the Nuclear Non - Proliferation Treaty .",11,11,0.976,1.0,0.988
478,"However , the problem is that once most poison pills are adopted , they survive forever .",2,2,0.979,0.667,0.793
479,"Humana contends that $ 8,000 represents an extreme case and that its regular charge for lithotripsy is $ 4,900 .",10,10,1.0,1.0,1.0
480,Hungary 's Parliament voted to hold a national referendum on an election to fill the new post of president .,7,7,0.987,1.0,0.993
481,I do n't think that is the case . '',3,2,0.94,0.75,0.834
482,I was pleased to note that your Oct. 23 Centennial Journal item recognized the money - fund concept as one of the significant events of the past century .,10,9,0.972,0.941,0.956
483,If there 's something ' weird and it do n't look good .,5,4,0.938,0.75,0.834
484,"In 1988 , a year and a half after Mrs. Marcos and her late husband , Ferdinand Marcos , the ousted president of the Philippines , fled the Philippines for Hawaii , they were charged with racketeering , conspiracy , obstruction of justice and mail fraud in a scheme in which they allegedly embezzled more than $ 100 million from their homeland .",29,28,0.992,0.967,0.979
485,"In Japan , those functions account for only about a third of the software market .",5,5,0.982,1.0,0.991
486,"In recent testimony on Capitol Hill , Treasury officials said they were considering the new reporting requirements , and the expected publication of the proposal in the Federal Register today is the first official step toward creating final regulations .",16,16,0.987,1.0,0.994
487,"In the U.S. , more than half the PC software sold is either for spreadsheets or for database analysis , according to Lotus .",7,7,0.981,0.923,0.951
488,"In the corporate market , an expected debt offering today by International Business Machines Corp. generated considerable attention .",7,7,0.99,1.0,0.995
489,"In the first nine months , profit rose 10 % to $ 313.2 million , or $ 3.89 a share , from $ 283.9 million , or $ 3.53 a share .",9,9,0.991,1.0,0.996
490,"Indeed , the insurance adjusters had already bolted out of the courtroom .",1,0,0.88,0.875,0.877
491,"Industrial Bank of Japan , which claims to be the biggest Japanese buyer of U.S. mortgage securities , says it will more than double its purchases this year , to an amount one official puts at several billion dollars .",15,15,0.985,1.0,0.993
492,It came in London 's `` Big Bang '' 1986 deregulation ; and Toronto 's `` Little Bang '' the same year .,4,4,0.97,1.0,0.985
493,It rose 4.8 % for the 12 months ended in June and 4.7 % in the 12 months ended in September 1988 .,7,7,0.99,1.0,0.995
494,It said CS First Boston `` has consistently been one of the most aggressive firms in merchant banking '' and that `` a very significant portion '' of the firm 's profit in recent years has come from merchant banking - related business .,13,13,0.993,1.0,0.996
495,It surged 2 3\/4 to 6 on volume of more than 1.7 million shares after the company agreed to be acquired by Japan 's Chugai Pharmaceutical for about $ 110 million -- almost double the market price of Gen - Probe 's stock .,14,13,0.98,1.0,0.99
496,"It was the most active of the 100 - share index at 8.3 million shares , 6.5 million of which were traded by midday .",10,8,0.974,1.0,0.987
497,"Jaguar 's own defenses against a hostile bid are weakened , analysts add , because fewer than 3 % of its shares are owned by employees and management .",9,9,0.993,1.0,0.996
498,Japanese office workers use PCs at half the rate of their European counterparts and one - third that of the Americans .,6,6,1.0,1.0,1.0
499,"Keeping the Japanese happy will be one of the most important tasks facing conservative leader Ernesto Ruffo when he takes office Nov. 1 , as the first opposition governor in Mexico 's modern history .",6,5,0.937,0.87,0.902
500,Labor costs are climbing at a far more rapid pace in the health care industry than in other industries .,4,4,0.96,1.0,0.979
501,"Meanwhile , at home , Mitsubishi has control of some major projects .",4,3,0.955,1.0,0.977
502,"Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general - practitioner services ( their main source of income ) , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .",15,15,0.988,1.0,0.994
503,Merrill said it continues to believe that `` the causes of excess market volatility are far more complex than any particular computer trading strategy .,7,5,0.957,1.0,0.978
504,"Metromedia , headed by John W. Kluge , has interests in telecommunications , robotic painting , computer software , restaurants and entertainment .",5,5,1.0,1.0,1.0
505,"Milk sold to the nation 's dairy plants and dealers averaged $ 14.50 for each hundred pounds , up 50 cents from September and up $ 1.50 from October 1988 , the department said .",15,15,0.985,1.0,0.992
506,"Most yields on short - term jumbo CDs , those with denominations over $ 90,000 , also moved in the opposite direction of Treasury bill yields .",9,9,0.979,1.0,0.99
507,"Mr. Guber and Mr. Peters also almost certainly would n't be able to participate in future sequels to `` Batman , '' the blockbuster hit they produced for Warner .",12,10,0.962,1.0,0.981
508,"Mr. Mulford said reports of tension between the Treasury and Fed have been exaggerated , insisting that they involved `` nuances . ''",10,9,0.98,1.0,0.99
509,Mr. Phelan is an adroit diplomat who normally appears to be solidly in control of the Big Board 's factions .,6,5,0.965,1.0,0.982
510,Mr. Ridley 's decision fires the starting pistol for perhaps a costly contest between the world 's auto giants for Britain 's leading luxury - car maker .,5,5,0.981,1.0,0.99
511,"Mr. Rifenburgh said the board still has n't acted on most of the internal report 's recommendations , pending restatement of the balance sheet .",9,7,0.957,1.0,0.978
512,Mr. Stoll suspected the intruder was one of those precocious students who has fun breaking into computers .,9,8,0.974,1.0,0.987
513,"Mr. Wathen , who says Pinkerton 's had a loss of nearly $ 8 million in 1987 under American Brands , boasts that he 's made Pinkerton 's profitable again .",12,12,0.993,0.875,0.93
514,"Mr. Zayadi was previously president and chief operating officer of Zellers Inc. , a retail chain that is owned by Toronto - based Hudson 's Bay Co. , Canada 's largest department store operator .",9,8,0.985,1.0,0.992
515,Mrs. Marcos 's trial is expected to begin in March .,2,2,0.959,1.0,0.979
516,Mrs. Marcos has n't admitted that she filed any documents such as those sought by the government .,8,7,0.977,0.909,0.942
517,"Nixon , on the fourth day of a private visit to China , said that damage to Sino - U.S. relations was `` very great , '' calling the situation `` the most serious '' since 1972 .",16,16,0.983,1.0,0.992
518,"Norris McLaughlin is a general - practice firm that has expanded recently into such specialties as banking , labor and environmental work .",4,3,0.968,1.0,0.983
519,"Now Mr. Broberg , a lawyer , claims he 'd play for free .",4,3,0.943,0.75,0.835
520,"Now that the New York decision has been left intact , other states may follow suit .",3,3,1.0,1.0,1.0
521,"Of the self - starting vacuum cleaner , he says : `` Could be Cuddles , { Mrs. Stinnett 's dog } . ''",4,4,0.975,1.0,0.987
522,"On a broader scale , the ruling could encourage other states ' courts to adopt the logic of the New York court , not only in DES cases but in other product - related lawsuits , as well .",10,9,0.98,0.909,0.943
523,"On a recent afternoon , Mr. Baker and a reporter go ghost - busting , visiting Kathleen Stinnett , a Lexington woman who has phoned the University of Kentucky to report mysterious happenings in her house .",19,19,0.997,1.0,0.999
524,One had best not dance on top of a coffin until the lid is sealed tightly shut . '',6,5,0.943,0.917,0.93
525,"Only his factories in Japan and Korea , employing his followers at subsistence wages and producing everything from rifles to ginseng to expensive marble vases , kept the money flowing westward .",16,16,0.995,0.9,0.945
526,"Only when one is ascending -- or in our case descending a tad trop rapidement -- does one feel , well , airborne in a picnic basket .",5,4,0.959,0.938,0.948
527,"Osamu Nagayama , deputy president of Chugai , which spends about 15 % of its sales on research and development , was unable to pinpoint how much money Chugai would pump into Gen - Probe .",15,15,0.973,1.0,0.986
528,"Overall , net sales of all mutual funds , excluding money market funds , fell to $ 1.9 billion in September from $ 4.2 billion in August , the trade group said .",18,17,0.987,1.0,0.994
529,"Panhandle Eastern Corp. said it applied , on behalf of two of its subsidiaries , to the Federal Energy Regulatory Commission for permission to build a 352 - mile , $ 273 million pipeline system from Pittsburg County , Okla. , to Independence , Miss .",25,25,0.989,1.0,0.994
530,Pennzoil 's poison pill covers five years in order to give current management enough time to put these proceeds to work in a prudent manner .,13,13,0.997,1.0,0.998
531,"Prime Minister Lee Kuan Yew , Singapore 's leader and one of Asia 's leading statesmen for 30 years , recently announced his intention to retire next year -- though not necessarily to end his influence .",14,13,0.987,1.0,0.994
532,"Procter & Gamble Co. recently introduced refillable versions of four products , including Tide and Mr. Clean , in Canada , but does n't plan to bring them to the U.S. .",11,10,0.987,0.9,0.942
533,RISC technology speeds up a computer by simplifying the internal software .,4,4,0.967,1.0,0.983
534,"Rather ominously , rabbit studies reveal that RU-486 can cause birth defects , Lancet , the British medical journal , reported in 1987 .",9,9,0.979,1.0,0.99
535,Repeat customers also can purchase luxury items at reduced prices .,4,3,0.974,1.0,0.987
536,"Richard Newsom , a California state official who last year examined Lincoln 's parent , American Continental Corp. , said he also saw evidence that crimes had been committed .",12,12,0.99,1.0,0.995
537,"Roger M. Marino , president , was named to the new post of vice chairman .",6,6,0.99,1.0,0.995
538,"Rolls - Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .",10,10,0.99,1.0,0.995
539,"Ryukichi Imai , Japan 's ambassador to Mexico , agrees that Mexico may be too eager .",5,5,0.993,1.0,0.997
540,"Second , the dollar is showing persistent strength despite a slowdown in the U.S. economy shown by economic indicators .",7,7,1.0,1.0,1.0
541,Sen. Mitchell is confident he has sufficient votes to block such a measure with procedural actions .,8,8,0.995,1.0,0.998
542,"Senate Appropriations Committee Chairman Robert Byrd ( D. , W.Va . ) strongly resisted deeper cuts sought by the House .",7,7,0.997,1.0,0.998
543,"Separately , Ford and Mazda Motor Corp. 's U.S. sales arm said they are recalling about 88,500 1988 - model Mercury Tracers and 220,000 1986 , 1987 and 1988 model Mazda 323s equipped with 1.6 - liter fuel - injected engines to replace the oil filler cap .",16,16,0.988,1.0,0.994
544,"Shaw Industries , which agreed to acquire Armstrong World Industries ' carpet operations for an undisclosed price , rose 2 1\/4 to 26 1\/8 .",9,9,0.981,1.0,0.99
545,Sidley will maintain its association with the Hashidate Law Office in Tokyo .,4,4,1.0,1.0,1.0
546,Similar studies are expected to reveal how stroke patients ' brains regroup -- a first step toward finding ways to bolster that process and speed rehabilitation .,6,3,0.937,0.944,0.941
547,"Since the real estate unit also includes debt , the imputed value of the real estate itself is close to $ 3 billion .",8,8,0.993,1.0,0.996
548,"Six years ago , Judge O'Kicki was voted president of the Pennsylvania Conference of State Trial Judges by the state 's 400 judges .",4,4,0.991,1.0,0.995
549,"Sometimes , if you have a headache , you can go out and walk it right off . ''",5,4,0.951,0.818,0.88
550,"Soviets remain in charge of education programs , a former head of an African military tribunal for executions is in charge of culture , and a hard - line Polish communist in exile directs the human - rights and peace division .",18,17,0.99,1.0,0.995
551,"Standard & Poor 's 500 - Stock Index climbed 5.29 to 340.36 , the Dow Jones Equity Market Index added 4.70 to 318.79 and the New York Stock Exchange Composite Index climbed 2.65 to",12,12,0.994,1.0,0.997
552,"Strong sales so far this year are certain to turn the tide , but even the 25 % market share that Nissan expects in 1989 will leave it far below its position at the beginning of the decade .",18,16,0.979,0.955,0.967
553,Student job postings at Boston University slip 10 % this year following a 10 % drop in 1988 .,10,10,0.987,1.0,0.994
554,"THE CHIEF NURSING officer can be responsible for more than 1,000 employees and at least one - third of a hospital 's budget ; a head nurse typically oversees up to 80 employees and $ 8 million .",11,11,0.989,1.0,0.995
555,"Takeover stock traders noted that with the junk - bond market in disarray , Georgia - Pacific 's bid is an indication of where the takeover game is headed : namely , industrial companies can continue bidding for one another , but financial buyers such as leveraged buy - out firms will be at a disadvantage in obtaining financing .",19,17,0.975,0.971,0.973
556,"Technology stocks bore the brunt of the OTC market 's recent sell - off , and traders say it 's natural that they rebound sharply now that the market has turned around .",10,9,0.99,0.833,0.905
557,That compares with 3.5 % butterfat for whole milk .,3,2,0.957,1.0,0.978
558,The $ 150 million in senior subordinated floating - rate notes were targeted to be offered at a price to float four percentage points above the three - month LIBOR .,9,8,0.969,1.0,0.984
559,"The 41 - year - old Mr. Azoff , a former rock 'n' roll manager , is credited with turning around MCA 's once - moribund music division in his six years at the company .",8,8,0.991,1.0,0.995
560,The Chemical spokeswoman said the bank has examined its methodologies and internal controls .,7,7,0.994,1.0,0.997
561,"The Lone Star Steel lawsuit also asks the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment .",21,20,0.973,0.966,0.97
562,The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .,10,10,0.977,1.0,0.988
563,The New Orleans oil and gas exploration and diving operations company added that it does n't expect any further adverse financial impact from the restructuring .,5,5,0.992,1.0,0.996
564,"The Second Section index , which fell 36.87 points Friday , was down 21.44 points , or 0.59 % , to close at 3636.06 .",11,10,0.986,1.0,0.993
565,"The Soviets complicated the issue by offering to include light tanks , which are as light as 10 tons .",5,4,0.972,1.0,0.986
566,"The U.S. market , too , is dominated by a giant , International Business Machines Corp .",3,2,0.96,1.0,0.979
567,"The basket product , while it has got off to a slow start , is being supported by some big brokerage firms -- another member of Mr. Phelan 's splintered constituency .",9,8,0.987,1.0,0.994
568,"The campaign , a patriotic celebration of the 200th anniversary of the Bill of Rights , does n't mention cigarettes or smoking ; cigarette ads have been prohibited on television since 1971 .",15,14,0.972,0.947,0.959
569,"The centerpiece of that complex , the Landmark Tower , will be Japan 's tallest building when it is completed in 1993 .",8,7,0.972,1.0,0.986
570,The company said the fastener business `` has been under severe cost pressures for some time . '',10,10,0.965,1.0,0.982
571,The conviction stemmed from federal charges of consumer fraud for sale of phony infant apple juice between 1978 and 1983 .,6,6,0.984,1.0,0.992
572,The discount rate on three - month Treasury bills rose slightly from the average rate at Monday 's auction to 7.79 % for a bond - equivalent yield of 8.04 % .,11,10,0.978,1.0,0.989
573,The dollar drew strength from the stock market 's climb .,4,4,1.0,1.0,1.0
574,The effect is that lawsuits that might have been barred because they were filed too late could proceed because of the one - year extension .,7,6,0.955,1.0,0.977
575,"The executives had profited handsomely by building American National Can Co. , Triangle 's chief asset .",3,2,0.931,0.917,0.924
576,"The field took off in 1985 after scientists at Britain 's Sheffield University developed a handy , compact magnet for brain stimulation .",8,7,0.975,1.0,0.987
577,"The fitness craze itself has gone soft , the survey found .",4,4,0.985,0.875,0.927
578,The forest - products concern currently has about 38 million shares outstanding .,3,3,0.974,1.0,0.987
579,"The government , already buffeted by high interest rates and a slowing economy , has been badly hurt by last week 's shake - up in Mrs. Thatcher 's cabinet .",5,4,0.972,1.0,0.986
580,The issue is backed by a 12 % letter of credit from Credit Suisse .,4,4,1.0,1.0,1.0
581,"The last time IBM tapped the corporate debt market was in April 1988 , when it offered $ 500 million of debt securities .",12,10,0.975,1.0,0.987
582,"The latest 10 - year notes ended at about 100 16\/32 to yield 7.90 % , compared with 100 11\/32 to yield 7.93 % on Friday .",13,13,0.986,1.0,0.993
583,"The market 's tempo was helped by the dollar 's resiliency , he said .",4,4,0.982,1.0,0.991
584,The offering was priced with an 8.95 % coupon rate at 99.1875 % to yield 9.19 % .,7,7,0.98,1.0,0.99
585,The office may also be able to advise foreign and multinational clients on international law and general matters .,5,5,0.988,1.0,0.994
586,"The operative definition of newsworthiness will favor virtually unrestrained use of personal , sensitive and intimate facts .",5,5,0.985,1.0,0.992
587,The price was n't disclosed but one analyst estimated that it was $ 150 million .,6,5,0.968,0.889,0.927
588,"The prices of most corn , soybean and wheat futures contracts dropped slightly as farmers in the Midwest continued to rebuild stockpiles that were depleted by the 1988 drought .",9,7,0.962,1.0,0.981
589,The senior subordinated debentures maturing in 2004 are targeted to be offered at a yield of between 12 5\/8 % to 12 3\/4 % .,7,5,0.954,1.0,0.977
590,The share price was languishing at about 400 pence before Ford 's Sept. 19 announcement of its interest in a minority stake .,7,6,0.982,1.0,0.991
591,The surprise announcement came after the IRS broke off negotiations with Mr. Hunt on a settlement of the one - time tycoon 's personal bankruptcy case .,7,6,0.968,1.0,0.984
592,"The tax has raised less than one billion marks ( $ 545.3 million ) annually in recent years , but the government has been reluctant to abolish the levy for budgetary concerns .",15,14,0.982,0.95,0.966
593,The three existing plants and their land will be sold .,2,2,1.0,1.0,1.0
594,"The two leaders are expected to discuss changes sweeping the East bloc as well as human - rights issues , regional disputes and economic cooperation .",7,6,0.979,1.0,0.989
595,The two sides are also discussing certain business ventures involving cable rights to Columbia 's movies .,5,5,0.98,1.0,0.99
596,"There 's light at the end of the tunnel for municipals , '' he said , adding that he expects prices to `` inch up '' in the near term .",11,9,0.969,1.0,0.984
597,"They claim to have busted spirits , poltergeists and other spooks in hundreds of houses around the country .",8,7,0.978,1.0,0.989
598,This involves trade - offs and { it } cuts against the grain of existing consumer and even provider conceptions of what is ` necessary . ' '',7,7,0.985,1.0,0.992
599,"This is the U.N. group that managed to traduce its own charter of promoting education , science and culture .",9,8,0.983,1.0,0.992
600,This provision met early and strong resistance from investment bankers worried about disruptions in their clients ' portfolios .,6,5,0.983,1.0,0.992
601,"This week , New York City announced a 10 - point policy patterned on the federal bill of rights for taxpayers .",8,8,0.99,1.0,0.995
602,"Though Mr. Packer has since sold his stake , Courtaulds is moving to keep its institutional shareholders happy .",6,5,0.983,1.0,0.991
603,"To avoid a runoff , one candidate would have to win 50 % of the vote -- a feat that most analysts consider impossible with so many candidates running .",14,13,0.988,0.944,0.965
604,"To increase their share of that business , jewelry makers such as Crystal Brands Inc. 's Trifari and Monet units and Swank Inc. , maker of Anne Klein jewelry , are launching new lines with as much fanfare as the fragrance companies .",12,12,0.988,1.0,0.994
605,"To make them directly comparable , each index is based on the close of 1969 equaling 100 .",6,6,0.985,1.0,0.992
606,"To my knowledge , no government entities , including the EPA , are pursuing UV - B measurements .",7,7,1.0,1.0,1.0
607,Tom Panelli had a perfectly good reason for not using the $ 300 rowing machine he bought three years ago .,6,6,0.989,1.0,0.994
608,"U.S. makers have under 10 % share , compared with half the market in Europe and 80 % at home .",8,8,0.985,1.0,0.992
609,"USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .",15,14,0.992,1.0,0.996
610,"Under a merger agreement reached Sept. 14 , the UAL board agreed to reimburse certain of the buy - out group 's expenses out of company funds even if the transaction was n't completed , provided the group did n't breach the agreement .",11,9,0.948,1.0,0.973
611,"Under the debt - equity program , potential investors will submit sealed bids on the percentage of discount they are willing to purchase the debt at , and the bids will be allocated based on these discount offers .",15,14,0.982,1.0,0.991
612,"Unemployment has reached 27.6 % in Azerbaijan , 25.7 % in Tadzhikistan , 22.8 % in Uzbekistan , 18.8 % in Turkmenia , 18 % in Armenia and 16.3 % in Kirgizia , the Communist Party newspaper said .",29,27,0.988,1.0,0.994
613,Vernon E. Jordan was elected to the board of this transportation services concern .,3,2,0.964,1.0,0.982
614,"Warner Communications Inc. , which is being acquired by Time Warner , has filed a $ 1 billion breach - of - contract suit against Sony and the two producers .",8,7,0.964,1.0,0.982
615,Warner has a five - year exclusive contract with Mr. Guber and Mr. Peters that requires them to make movies exclusively at the Warner Bros. studio .,10,9,0.976,1.0,0.988
616,"While the campaign was Mr. Gibbons 's idea , however , he wo n't be paying for it : The donations will come out of the chain 's national advertising fund , which is financed by the franchisees .",11,10,0.954,0.947,0.95
617,"With companies such as Honda Motor Co. , Toyota Motor Corp. and Nissan Motor Co. running so - called transplant auto operations , Japanese auto production in the U.S. will reach one million vehicles this year .",11,11,0.984,1.0,0.992
618,"With more than 15 million exercise bikes sold in the past five years , he adds , `` a lot of garages , basements and attics must be populated with them . ''",13,11,0.956,1.0,0.977
619,"With real estate experts Olympia & York and Samuel Zell 's Itel owning close to 40 % of Santa Fe 's stock , management was under pressure -- in a favored phrase of Wall Street -- to quickly `` maximize values . ''",15,15,0.991,1.0,0.995
620,"Within two hours , viewers pledged over $ 400,000 , according to a Red Cross executive .",7,7,0.971,1.0,0.985
621,"Workers at two Chilean mines , Los Bronces and El Soldado , which belong to the Exxon - owned Minera Disputado group , will vote Thursday on whether to strike after a two - year labor pact ends today .",10,10,0.972,0.92,0.946
622,"Years ago , he collaborated with the new music gurus Peter Serkin and Fred Sherry in the very countercultural chamber group Tashi , which won audiences over to dreaded contemporary scores like Messiaen 's `` Quartet for the End of Time . ''",13,12,0.98,1.0,0.99
623,"Yesterday , Mr. Matthews , now a consultant with the Stamford , Conn. , firm Matthews & Johnston , quipped , `` I think he 'll be very good at that { new job } .",10,9,0.986,1.0,0.993
624,"Yet the Soviet leader 's readiness to embark on foreign visits and steady accumulation of personal power , particularly since the last Politburo reshuffle on Sept. 30 , do not suggest that Mr. Gorbachev is on the verge of being toppled ; nor does he look likely to reverse the powers of perestroika .",19,18,0.979,0.938,0.958
625,"`` Business across the country is spending more time addressing this issue , '' says Sen. Edward Kennedy ( D. , Mass . ) .",10,10,1.0,1.0,1.0
626,"`` I ca n't believe they ( GM ) will let Ford have a free run , '' said Stephen Reitman , a European auto industry analyst at UBS - Phillips & Drew .",8,7,0.968,1.0,0.984
627,"`` I do n't foresee any shortages over the next few months , '' says Ken Allen , an official of Operating Engineers Local 3 in San Francisco .",8,8,0.97,1.0,0.985
628,"`` I wo n't be throwing 90 mph , but I will throw 80 - plus , '' he says .",5,5,0.969,0.818,0.887
